-63.265, 65.218, 63.545
-63.493, 66.496, 74.113
-63.576, 67.793, 85.624
-63.558, 69.093, 88.793
-63.476, 70.39, 91.028
-63.346, 71.683, 92.642
-63.179, 72.972, 93.834
-62.981, 74.257, 94.732
-62.758, 75.538, 95.421
-62.514, 76.815, 95.716
-62.253, 78.088, 95.351
-61.975, 79.358, 94.986
-61.681, 80.624, 94.621
-61.376, 81.888, 94.257
-61.06, 83.149, 93.892
-60.734, 84.407, 93.527
-60.397, 85.663, 93.162
-60.052, 86.916, 92.797
-59.7, 88.168, 92.432
-59.338, 89.416, 92.067
-58.97, 90.663, 91.702
-58.597, 91.908, 91.338
-58.215, 93.151, 90.973
-57.828, 94.392, 90.608
-57.436, 95.632, 90.243
-57.037, 96.869, 89.878
-56.635, 98.105, 89.513
-56.225, 99.339, 89.148
-55.812, 100.571, 88.783
-55.394, 101.802, 88.419
-54.97, 103.031, 88.054
-54.544, 104.259, 87.689
-54.111, 105.485, 87.324
-53.675, 106.71, 86.959
-53.235, 107.933, 86.594
-52.79, 109.155, 86.229
-52.343, 110.375, 85.864
-51.889, 111.594, 85.5
-51.433, 112.811, 85.135
-50.972, 114.027, 84.77
-50.507, 115.241, 84.405
-50.04, 116.454, 83.428
-49.566, 117.664, 81.425
-49.09, 118.874, 81.056
-48.61, 120.082, 80.687
-48.125, 121.288, 80.319
-47.637, 122.493, 79.95
-47.143, 123.696, 79.581
-46.647, 124.897, 79.212
-46.146, 126.097, 78.844
-45.64, 127.294, 78.475
-45.131, 128.49, 78.106
-44.615, 129.684, 77.738
-44.095, 130.875, 77.369
-43.572, 132.065, 77
-43.041, 133.252, 76.632
-42.507, 134.437, 76.263
-41.967, 135.62, 75.894
-41.419, 136.799, 75.526
-40.866, 137.975, 75.38
-40.308, 139.149, 73.157
-39.74, 140.319, 70.864
-39.165, 141.485, 68.495
-38.583, 142.647, 66.041
-37.992, 143.805, 63.491
-37.389, 144.956, 60.836
-36.774, 146.102, 58.058
-36.147, 147.241, 55.141
-35.506, 148.371, 52.061
-34.846, 149.492, 48.787
-34.166, 150.599, 45.277
-33.459, 151.69, 41.471
-32.719, 152.759, 37.278
-31.934, 153.795, 32.55
-31.074, 154.769, 27.009
-30.096, 155.621, 20
-29.289, 156.015, 0
-29.289, 156.015, 0
-11.325, 164.806, 0
endData
127
99
200
-63.265, 65.218, -66.975, 78.691, -37.1, 154.258, -29.289, 156.015
#PATH.JERRYIO-DATA {"appVersion":"0.8.3","format":"LemLib v0.5","gc":{"robotWidth":11.811023622047244,"robotHeight":11.811023622047244,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":1.3,"controlMagnetDistance":0.7750015500031,"fieldImage":{"displayName":"V5RC 2025 - High Stakes (Skills)","signature":"V5RC 2025 - High Stakes (Skills)","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"vmSgrHv3qd","x":-63.26517653035306,"y":65.21780543561087,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"Rt2ujHAXPV","x":-66.9751714503429,"y":78.69094488188976,"lock":false,"visible":true,"__type":"control"},{"uid":"gwp49itlQT","x":-37.09994919989839,"y":154.257683515367,"lock":false,"visible":true,"__type":"control"},{"uid":"jexPht1yXm","x":-29.289433578867158,"y":156.01504953009905,"lock":false,"visible":true,"heading":270,"__type":"end-point"}],"speedProfiles":[{"uid":"OvHdX1rS9O","xPos":0.5408163265306123,"yPos":0.8106332138590203,"followBentRate":true},{"uid":"G7oDNeUH3T","xPos":0.5510204081632653,"yPos":0.7775269283900836,"followBentRate":true},{"uid":"B3YtMaeXcf","xPos":0.7653061224489796,"yPos":0.7028554827508962,"followBentRate":true}],"lookaheadKeyframes":[],"uid":"RHpBCJaa6X"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":99},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"Path","uid":"ZaSYUyDgUB","lock":false,"visible":true}]}
